0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352386937e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528070e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
0.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-1.412385608134528781e+01,-7.412385608134528070e+01,-7.286771607352385161e+00,-1.728677160735238516e+01,-0.000000000000000000e+00,-1.000000000000000000e+02
